Cell_Type,Cell_Type_Full,Cell_Type_Alternate,Marker,Alternate_Name,Source,Species,Tissue_Type,Details,Notes
T_GD,Gamma_Delta_T_Cells,Gamma_Delta_T_Cells_2,KLRC1,NA,Azimuth,Human,NA,CL_0000798,Human PBMCs reference
T_GD,Gamma_Delta_T_Cells,Gamma_Delta_T_Cells_2,KLRC2,NA,Azimuth,Human,NA,CL_0000798,Human PBMCs reference
T_GD,Gamma_Delta_T_Cells,Gamma_Delta_T_Cells_4,KLRC2,NA,Azimuth,Human,NA,CL_0000798,Human PBMCs reference
T_GD,Gamma_Delta_T_Cells,Gamma_Delta_T_Cells,KLRD1,NA,Azimuth,Human,NA,CL_0000798,Human PBMCs reference
T_GD,Gamma_Delta_T_Cells,Gamma_Delta_T_Cells_1,KLRD1,NA,Azimuth,Human,NA,CL_0000798,Human PBMCs reference
T_GD,Gamma_Delta_T_Cells,Gamma_Delta_T_Cells,KLRG1,NA,Azimuth,Human,NA,CL_0000798,Human PBMCs reference
T_GD,Gamma_Delta_T_Cells,Gamma_Delta_T_Cells_1,KLRG1,NA,Azimuth,Human,NA,CL_0000798,Human PBMCs reference
T_GD,Gamma_Delta_T_Cells,Gamma_Delta_T_Cells_3,LEF1,NA,Azimuth,Human,NA,CL_0000798,Human PBMCs reference
T_GD,Gamma_Delta_T_Cells,Gamma_Delta_T_Cells,NKG7,NA,Azimuth,Human,NA,CL_0000798,Human PBMCs reference
T_GD,Gamma_Delta_T_Cells,Gamma_Delta_T_Cells_3,NUCB2,NA,Azimuth,Human,NA,CL_0000798,Human PBMCs reference
T_GD,Gamma_Delta_T_Cells,Gamma_Delta_T_Cells_3,RTKN2,NA,Azimuth,Human,NA,CL_0000798,Human PBMCs reference
T_GD,Gamma_Delta_T_Cells,Gamma_Delta_T_Cells_3,SOX4,NA,Azimuth,Human,NA,CL_0000798,Human PBMCs reference
T_GD,Gamma_Delta_T_Cells,Gamma_Delta_T_Cells_4,TIGIT,NA,Azimuth,Human,NA,CL_0000798,Human PBMCs reference
T_GD,Gamma_Delta_T_Cells,Gamma_Delta_T_Cells,TRDC,NA,Azimuth,Human,NA,CL_0000798,Human PBMCs reference
T_GD,Gamma_Delta_T_Cells,Gamma_Delta_T_Cells_1,TRDC,NA,Azimuth,Human,NA,CL_0000798,Human PBMCs reference
T_GD,Gamma_Delta_T_Cells,Gamma_Delta_T_Cells_2,TRDC,NA,Azimuth,Human,NA,CL_0000798,Human PBMCs reference
T_GD,Gamma_Delta_T_Cells,Gamma_Delta_T_Cells_3,TRDC,NA,Azimuth,Human,NA,CL_0000798,Human PBMCs reference
T_GD,Gamma_Delta_T_Cells,Gamma_Delta_T_Cells_4,TRDC,NA,Azimuth,Human,NA,CL_0000798,Human PBMCs reference
T_GD,Gamma_Delta_T_Cells,Crtam+_Gamma-Delta_T_Cells,TRDC,NA,CellTypist,Human,"Blood, Bone marrow, Decidua, Intestine, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Omentum, Skeletal muscle, Spleen, Thymus",CL:0000798,"CRTAM+ IKZF2+ ITGAD+ gamma-delta T cells that are found primarily in the spleen, bone marrow and liver"
T_GD,Gamma_Delta_T_Cells,Gamma-Delta_T_Cells,TRDC,NA,CellTypist,Human,"Intestine, Mesenteric lymph node",CL:0000798,unconventional T lymphocyte subpopulation expressing a gamma-delta T cell receptor complex on the surface to recognise antigens
T_GD,Gamma_Delta_T_Cells,Gamma_Delta_T_Cells_2,TRDV1,NA,Azimuth,Human,NA,CL_0000798,Human PBMCs reference
T_GD,Gamma_Delta_T_Cells,Gamma_Delta_T_Cells_4,TRDV1,NA,Azimuth,Human,NA,CL_0000798,Human PBMCs reference
T_GD,Gamma_Delta_T_Cells,Gamma_Delta_T_Cells,TRDV2,NA,Azimuth,Human,NA,CL_0000798,Human PBMCs reference
T_GD,Gamma_Delta_T_Cells,Gamma_Delta_T_Cells_1,TRDV2,NA,Azimuth,Human,NA,CL_0000798,Human PBMCs reference
T_GD,Gamma_Delta_T_Cells,Gamma_Delta_T_Cells,TRGC1,NA,Azimuth,Human,NA,CL_0000798,Human PBMCs reference
T_GD,Gamma_Delta_T_Cells,Gamma_Delta_T_Cells_1,TRGC1,NA,Azimuth,Human,NA,CL_0000798,Human PBMCs reference
T_GD,Gamma_Delta_T_Cells,Gamma_Delta_T_Cells_2,TRGC1,NA,Azimuth,Human,NA,CL_0000798,Human PBMCs reference
T_GD,Gamma_Delta_T_Cells,Gamma-Delta_T_Cells,TRGC1,NA,CellTypist,Human,"Intestine, Mesenteric lymph node",CL:0000798,unconventional T lymphocyte subpopulation expressing a gamma-delta T cell receptor complex on the surface to recognise antigens
T_GD,Gamma_Delta_T_Cells,Gamma_Delta_T_Cells,TRGC2,NA,Azimuth,Human,NA,CL_0000798,Human PBMCs reference
T_GD,Gamma_Delta_T_Cells,Gamma_Delta_T_Cells_3,TRGC2,NA,Azimuth,Human,NA,CL_0000798,Human PBMCs reference
T_GD,Gamma_Delta_T_Cells,Gamma_Delta_T_Cells_4,TRGC2,NA,Azimuth,Human,NA,CL_0000798,Human PBMCs reference
T_GD,Gamma_Delta_T_Cells,Gamma_Delta_T_Cells,TRGV9,NA,Azimuth,Human,NA,CL_0000798,Human PBMCs reference
T_GD,Gamma_Delta_T_Cells,Gamma_Delta_T_Cells_1,TRGV9,NA,Azimuth,Human,NA,CL_0000798,Human PBMCs reference
T_GD,Gamma_Delta_T_Cells,Gamma_Delta_T_Cells_3,ZNF331,NA,Azimuth,Human,NA,CL_0000798,Human PBMCs reference
T_GD,Gamma_Delta_T_Cells,Gamma_Delta_T_Cells_2,ZNF683,NA,Azimuth,Human,NA,CL_0000798,Human PBMCs reference
T_H1,Helper_1_T_Cells,NA,CCL5,NA,CellTypist,Human,"Bone marrow, Intestine, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Spleen",CL:0000545,CD4+ helper T lymphocyte subpopulation which is capable of producing interferon-gamma and modulating cell-mediated immune responses
T_H1,Helper_1_T_Cells,NA,CXCR3,NA,CellTypist,Human,"Bone marrow, Intestine, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Spleen",CL:0000545,CD4+ helper T lymphocyte subpopulation which is capable of producing interferon-gamma and modulating cell-mediated immune responses
T_H1,Helper_1_T_Cells,NA,TBX21,NA,CellTypist,Human,"Bone marrow, Intestine, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Spleen",CL:0000545,CD4+ helper T lymphocyte subpopulation which is capable of producing interferon-gamma and modulating cell-mediated immune responses
T_H17,Helper_17_T_Cells,NA,CCR6,NA,CellTypist,Human,"Intestine, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Spleen, Thymus",CL:0000899,CD4+ helper T lymphocyte subpopulation which is capable of producing interleukin 17 (IL-17) and mediating protective immunity and autoimmunity
T_H17,Helper_17_T_Cells,NA,IL7R,NA,CellTypist,Human,"Intestine, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Spleen, Thymus",CL:0000899,CD4+ helper T lymphocyte subpopulation which is capable of producing interleukin 17 (IL-17) and mediating protective immunity and autoimmunity
T_H17,Helper_17_T_Cells,NA,ZBTB16,NA,CellTypist,Human,"Intestine, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Spleen, Thymus",CL:0000899,CD4+ helper T lymphocyte subpopulation which is capable of producing interleukin 17 (IL-17) and mediating protective immunity and autoimmunity
T_H22,Helper_22_T_Cells,NA,AHR,NA,Literature,Human,NA,doi.org/10.1101/2022.08.13.503873,NA
T_HSP,Heat_Shock_Protein_T_Cells,NA,HSPA1A,NA,Literature,Human,NA,doi.org/10.1101/2022.08.13.503876,"“There is a small T cell subset specifically expresses the heat shock protein (HSP) genes such as HSPB1, HSPA1A and HSPA6 (Data S1) (30), which was called as HSPhi T.“"
T_HSP,Heat_Shock_Protein_T_Cells,NA,HSPA6,NA,Literature,Human,NA,doi.org/10.1101/2022.08.13.503877,"“There is a small T cell subset specifically expresses the heat shock protein (HSP) genes such as HSPB1, HSPA1A and HSPA6 (Data S1) (30), which was called as HSPhi T.“"
T_HSP,Heat_Shock_Protein_T_Cells,NA,HSPB1,NA,Literature,Human,NA,doi.org/10.1101/2022.08.13.503875,"“There is a small T cell subset specifically expresses the heat shock protein (HSP) genes such as HSPB1, HSPA1A and HSPA6 (Data S1) (30), which was called as HSPhi T.“"
T_MAIT,Mucosal_Associated_Invariant_T_Cells,MAIT,CEBPD,NA,Azimuth,Human,NA,CL_0000940,Human PBMCs reference
T_MAIT,Mucosal_Associated_Invariant_T_Cells,MAIT,CTSW,NA,Azimuth,Human,NA,CL_0000940,Human PBMCs reference
T_MAIT,Mucosal_Associated_Invariant_T_Cells,MAIT,CXCR6,NA,Azimuth,Human,NA,CL_0000940,Human PBMCs reference
T_MAIT,Mucosal_Associated_Invariant_T_Cells,MAIT,DUSP2,NA,Azimuth,Human,NA,CL_0000940,Human PBMCs reference
T_MAIT,Mucosal_Associated_Invariant_T_Cells,MAIT,GZMA,NA,Azimuth,Human,NA,CL_0000940,Human PBMCs reference
T_MAIT,Mucosal_Associated_Invariant_T_Cells,MAIT,GZMK,NA,Azimuth,Human,NA,CL_0000940,Human PBMCs reference
T_MAIT,Mucosal_Associated_Invariant_T_Cells,MAIT,IL7R,NA,Azimuth,Human,NA,CL_0000940,Human PBMCs reference
T_MAIT,Mucosal_Associated_Invariant_T_Cells,MAIT,KLRB1,NA,Azimuth,Human,NA,CL_0000940,Human PBMCs reference
T_MAIT,Mucosal_Associated_Invariant_T_Cells,NA,KLRB1,NA,CellTypist,Human,"Blood, Bone marrow, Decidua, Intestine, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Spleen",CL:0000940,mucosal-associated invariant T cells which have semi-invariant T-cell receptors and are restricted by the MHC I-like molecule MR1
T_MAIT,Mucosal_Associated_Invariant_T_Cells,MAIT,KLRG1,NA,Azimuth,Human,NA,CL_0000940,Human PBMCs reference
T_MAIT,Mucosal_Associated_Invariant_T_Cells,MAIT,NCR3,NA,Azimuth,Human,NA,CL_0000940,Human PBMCs reference
T_MAIT,Mucosal_Associated_Invariant_T_Cells,MAIT,NKG7,NA,Azimuth,Human,NA,CL_0000940,Human PBMCs reference
T_MAIT,Mucosal_Associated_Invariant_T_Cells,MAIT,PRSS35,NA,Azimuth,Human,NA,CL_0000940,Human PBMCs reference
T_MAIT,Mucosal_Associated_Invariant_T_Cells,MAIT,RBM24,NA,Azimuth,Human,NA,CL_0000940,Human PBMCs reference
T_MAIT,Mucosal_Associated_Invariant_T_Cells,MAIT,SLC4A10,NA,Azimuth,Human,NA,CL_0000940,Human PBMCs reference
T_MAIT,Mucosal_Associated_Invariant_T_Cells,NA,SLC4A10,NA,CellTypist,Human,"Blood, Bone marrow, Decidua, Intestine, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Spleen",CL:0000940,mucosal-associated invariant T cells which have semi-invariant T-cell receptors and are restricted by the MHC I-like molecule MR1
T_MAIT,Mucosal_Associated_Invariant_T_Cells,NA,TRAV1-2,NA,CellTypist,Human,"Blood, Bone marrow, Decidua, Intestine, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Spleen",CL:0000940,mucosal-associated invariant T cells which have semi-invariant T-cell receptors and are restricted by the MHC I-like molecule MR1
T_Naive,Naive_T_Cells,NA,KLF2,NA,Literature,Human,NA,doi.org/10.1101/2022.08.13.503874,NA
T_Naive_CD4,CD4_Naive_T_Cells,NA,CCR7,NA,Azimuth,Human,NA,CL_0000895,Human PBMCs reference
T_Naive_CD4,CD4_Naive_T_Cells,NA,CD4,NA,Azimuth,Human,NA,CL_0000895,Human PBMCs reference
T_Naive_CD4,CD4_Naive_T_Cells,NA,FHIT,NA,Azimuth,Human,NA,CL_0000895,Human PBMCs reference
T_Naive_CD4,CD4_Naive_T_Cells,NA,IL7R,NA,Azimuth,Human,NA,CL_0000895,Human PBMCs reference
T_Naive_CD4,CD4_Naive_T_Cells,NA,LDHB,NA,Azimuth,Human,NA,CL_0000895,Human PBMCs reference
T_Naive_CD4,CD4_Naive_T_Cells,NA,LEF1,NA,Azimuth,Human,NA,CL_0000895,Human PBMCs reference
T_Naive_CD4,CD4_Naive_T_Cells,NA,MAL,NA,Azimuth,Human,NA,CL_0000895,Human PBMCs reference
T_Naive_CD4,CD4_Naive_T_Cells,NA,NOSIP,NA,Azimuth,Human,NA,CL_0000895,Human PBMCs reference
T_Naive_CD4,CD4_Naive_T_Cells,NA,NUCB2,NA,Azimuth,Human,NA,CL_0000895,Human PBMCs reference
T_Naive_CD4,CD4_Naive_T_Cells,NA,PIK3IP1,NA,Azimuth,Human,NA,CL_0000895,Human PBMCs reference
T_Naive_CD4,CD4_Naive_T_Cells,NA,SARAF,NA,Azimuth,Human,NA,CL_0000895,Human PBMCs reference
T_Naive_CD4,CD4_Naive_T_Cells,NA,TCF7,NA,Azimuth,Human,NA,CL_0000895,Human PBMCs reference
T_Naive_CD4,CD4_Naive_T_Cells,NA,TRAT1,NA,Azimuth,Human,NA,CL_0000895,Human PBMCs reference
T_NK,Natural_Killer_T_Cells,NA,CD8A,NA,CellTypist,Human,"Kidney, Thymus",CL:0000814,distinct T lymphocyte subpopulation that expresses both alpha/beta T-cell receptors and surface receptors of natural killer cells
T_NK,Natural_Killer_T_Cells,NA,GNLY,NA,CellTypist,Human,"Kidney, Thymus",CL:0000814,distinct T lymphocyte subpopulation that expresses both alpha/beta T-cell receptors and surface receptors of natural killer cells
T_NK,Natural_Killer_T_Cells,NA,NKG7,NA,CellTypist,Human,"Kidney, Thymus",CL:0000814,distinct T lymphocyte subpopulation that expresses both alpha/beta T-cell receptors and surface receptors of natural killer cells
T_Other,Other_T_Cells,NA,CD3D,NA,Azimuth,Human,NA,CL_0002419,Human PBMCs reference
T_Other,Other_T_Cells,NA,CST7,NA,Azimuth,Human,NA,CL_0002419,Human PBMCs reference
T_Other,Other_T_Cells,NA,GZMA,NA,Azimuth,Human,NA,CL_0002419,Human PBMCs reference
T_Other,Other_T_Cells,NA,GZMK,NA,Azimuth,Human,NA,CL_0002419,Human PBMCs reference
T_Other,Other_T_Cells,NA,KLRB1,NA,Azimuth,Human,NA,CL_0002419,Human PBMCs reference
T_Other,Other_T_Cells,NA,KLRG1,NA,Azimuth,Human,NA,CL_0002419,Human PBMCs reference
T_Other,Other_T_Cells,NA,LYAR,NA,Azimuth,Human,NA,CL_0002419,Human PBMCs reference
T_Other,Other_T_Cells,NA,NKG7,NA,Azimuth,Human,NA,CL_0002419,Human PBMCs reference
T_Other,Other_T_Cells,NA,TRDC,NA,Azimuth,Human,NA,CL_0002419,Human PBMCs reference
T_Other,Other_T_Cells,NA,TRGC2,NA,Azimuth,Human,NA,CL_0002419,Human PBMCs reference
T_Proliferating_CD4,CD4_Proliferating_T_Cells,NA,ASPM,NA,Azimuth,Human,NA,CL_0000896,Human PBMCs reference
T_Proliferating_CD4,CD4_Proliferating_T_Cells,NA,BIRC5,NA,Azimuth,Human,NA,CL_0000896,Human PBMCs reference
T_Proliferating_CD4,CD4_Proliferating_T_Cells,NA,CENPF,NA,Azimuth,Human,NA,CL_0000896,Human PBMCs reference
T_Proliferating_CD4,CD4_Proliferating_T_Cells,NA,CENPM,NA,Azimuth,Human,NA,CL_0000896,Human PBMCs reference
T_Proliferating_CD4,CD4_Proliferating_T_Cells,NA,MKI67,Ki-67,Azimuth,Human,NA,CL_0000896,Human PBMCs reference
T_Proliferating_CD4,CD4_Proliferating_T_Cells,NA,NUSAP1,NA,Azimuth,Human,NA,CL_0000896,Human PBMCs reference
T_Proliferating_CD4,CD4_Proliferating_T_Cells,NA,PCLAF,NA,Azimuth,Human,NA,CL_0000896,Human PBMCs reference
T_Proliferating_CD4,CD4_Proliferating_T_Cells,NA,PTTG1,NA,Azimuth,Human,NA,CL_0000896,Human PBMCs reference
T_Proliferating_CD4,CD4_Proliferating_T_Cells,NA,RRM2,NA,Azimuth,Human,NA,CL_0000896,Human PBMCs reference
T_Proliferating_CD4,CD4_Proliferating_T_Cells,NA,TOP2A,NA,Azimuth,Human,NA,CL_0000896,Human PBMCs reference
T_Proliferating_CD4,CD4_Proliferating_T_Cells,NA,TPX2,NA,Azimuth,Human,NA,CL_0000896,Human PBMCs reference
T_Proliferating_CD4,CD4_Proliferating_T_Cells,NA,TYMS,NA,Azimuth,Human,NA,CL_0000896,Human PBMCs reference
T_Proliferating_CD4,CD4_Proliferating_T_Cells,NA,ZWINT,NA,Azimuth,Human,NA,CL_0000896,Human PBMCs reference
T_Reg,Regulatory_T_Cells,NA,AC133644.2,NA,Azimuth,Human,NA,CL_0000815,Human PBMCs reference
T_Reg,Regulatory_T_Cells,Differentiating_Regulatory_T_Cells,CCR7,NA,CellTypist,Human,Thymus,CL:0000815,unconventional T lymphocyte subpopulation in the thymus which connects αβ T cells and canonical regulatory T cells and is still differentiating
T_Reg,Regulatory_T_Cells,Differentiating_Regulatory_T_Cells,CD27,NA,CellTypist,Human,Thymus,CL:0000815,unconventional T lymphocyte subpopulation in the thymus which connects αβ T cells and canonical regulatory T cells and is still differentiating
T_Reg,Regulatory_T_Cells,NA,CD4,NA,Azimuth,Human,NA,CL_0000815,Human PBMCs reference
T_Reg,Regulatory_T_Cells,NA,CTLA4,NA,Azimuth,Human,NA,CL_0000815,Human PBMCs reference
T_Reg,Regulatory_T_Cells,NA,CTLA4,NA,CellTypist,Human,"Blood, Bone marrow, Decidua, Intestine, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Omentum, Skin, Spleen, Thymus",CL:0000815,T cell subpopulation which modulates immune responses and regulates other cells through direct cell-cell contact and cytokine release
T_Reg,Regulatory_T_Cells,NA,CTLA4,NA,HUSCH,Human,Blood,husch.comp-genomics.org/#/info_tissue/Blood,NA
T_Reg,Regulatory_T_Cells,NA,CTLA4,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
T_Reg,Regulatory_T_Cells,NA,FCRL3,NA,Azimuth,Human,NA,CL_0000815,Human PBMCs reference
T_Reg,Regulatory_T_Cells,NA,FOXP3,NA,Azimuth,Human,NA,CL_0000815,Human PBMCs reference
T_Reg,Regulatory_T_Cells,NA,FOXP3,NA,CellTypist,Human,"Blood, Bone marrow, Decidua, Intestine, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Omentum, Skin, Spleen, Thymus",CL:0000815,T cell subpopulation which modulates immune responses and regulates other cells through direct cell-cell contact and cytokine release
T_Reg,Regulatory_T_Cells,NA,FOXP3,NA,HUSCH,Human,Blood,husch.comp-genomics.org/#/info_tissue/Blood,NA
T_Reg,Regulatory_T_Cells,NA,FOXP3,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
T_Reg,Regulatory_T_Cells,NA,FOXP3,NA,Mary_Tomayko,Human,Skin,NA,NA
T_Reg,Regulatory_T_Cells,NA,IKZF2,NA,Azimuth,Human,NA,CL_0000815,Human PBMCs reference
T_Reg,Regulatory_T_Cells,Differentiating_Regulatory_T_Cells,IKZF4,NA,CellTypist,Human,Thymus,CL:0000815,unconventional T lymphocyte subpopulation in the thymus which connects αβ T cells and canonical regulatory T cells and is still differentiating
T_Reg,Regulatory_T_Cells,Differentiating_Regulatory_T_Cells,IL2RA,NA,Azimuth,Human,NA,CL_0000815,Human PBMCs reference
T_Reg,Regulatory_T_Cells,NA,IL2RA,NA,CellTypist,Human,"Blood, Bone marrow, Decidua, Intestine, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Omentum, Skin, Spleen, Thymus",CL:0000815,T cell subpopulation which modulates immune responses and regulates other cells through direct cell-cell contact and cytokine release
T_Reg,Regulatory_T_Cells,NA,IL2RA,NA,Mary_Tomayko,Human,Skin,NA,NA
T_Reg,Regulatory_T_Cells,NA,LAIR2,NA,Azimuth,Human,NA,CL_0000815,Human PBMCs reference
T_Reg,Regulatory_T_Cells,NA,RTKN2,NA,Azimuth,Human,NA,CL_0000815,Human PBMCs reference
T_Reg,Regulatory_T_Cells,NA,TIGIT,NA,Azimuth,Human,NA,CL_0000815,Human PBMCs reference
T_Reg_Memory,Memory_Regulatory_T_Cells,NA,AC133644.2,NA,Azimuth,Human,NA,CL_0000815,Human PBMCs reference
T_Reg_Memory,Memory_Regulatory_T_Cells,NA,B2M,NA,Azimuth,Human,NA,CL_0000815,Human PBMCs reference
T_Reg_Memory,Memory_Regulatory_T_Cells,NA,CTLA4,NA,Azimuth,Human,NA,CL_0000815,Human PBMCs reference
T_Reg_Memory,Memory_Regulatory_T_Cells,NA,FCRL3,NA,Azimuth,Human,NA,CL_0000815,Human PBMCs reference
T_Reg_Memory,Memory_Regulatory_T_Cells,NA,FOXP3,NA,Azimuth,Human,NA,CL_0000815,Human PBMCs reference
T_Reg_Memory,Memory_Regulatory_T_Cells,NA,IKZF2,NA,Azimuth,Human,NA,CL_0000815,Human PBMCs reference
T_Reg_Memory,Memory_Regulatory_T_Cells,NA,RTKN2,NA,Azimuth,Human,NA,CL_0000815,Human PBMCs reference
T_Reg_Memory,Memory_Regulatory_T_Cells,NA,S100A4,NA,Azimuth,Human,NA,CL_0000815,Human PBMCs reference
T_Reg_Memory,Memory_Regulatory_T_Cells,NA,TIGIT,NA,Azimuth,Human,NA,CL_0000815,Human PBMCs reference
T_Reg_Memory,Memory_Regulatory_T_Cells,NA,TRAC,NA,Azimuth,Human,NA,CL_0000815,Human PBMCs reference
T_Reg_Naive,Naive_Regulatory_T_Cells,NA,C12orf57,NA,Azimuth,Human,NA,CL_0000815,Human PBMCs reference
T_Reg_Naive,Naive_Regulatory_T_Cells,NA,CCR7,NA,Azimuth,Human,NA,CL_0000815,Human PBMCs reference
T_Reg_Naive,Naive_Regulatory_T_Cells,NA,CD4,NA,Azimuth,Human,NA,CL_0000815,Human PBMCs reference
T_Reg_Naive,Naive_Regulatory_T_Cells,NA,FOXP3,NA,Azimuth,Human,NA,CL_0000815,Human PBMCs reference
T_Reg_Naive,Naive_Regulatory_T_Cells,NA,IL2RA,NA,Azimuth,Human,NA,CL_0000815,Human PBMCs reference
T_Reg_Naive,Naive_Regulatory_T_Cells,NA,LDHB,NA,Azimuth,Human,NA,CL_0000815,Human PBMCs reference
T_Reg_Naive,Naive_Regulatory_T_Cells,NA,LEF1,NA,Azimuth,Human,NA,CL_0000815,Human PBMCs reference
T_Reg_Naive,Naive_Regulatory_T_Cells,NA,RTKN2,NA,Azimuth,Human,NA,CL_0000815,Human PBMCs reference
T_Reg_Naive,Naive_Regulatory_T_Cells,NA,TOMM7,NA,Azimuth,Human,NA,CL_0000815,Human PBMCs reference
T_Reg_Naive,Naive_Regulatory_T_Cells,NA,TRAC,NA,Azimuth,Human,NA,CL_0000815,Human PBMCs reference
TCM_CD4,CD4_Central_Memory_T_Cells,CD4_Central_Memory_T_Cells_1,AP3M2,NA,Azimuth,Human,NA,CL_0000897,Human PBMCs reference
TCM_CD4,CD4_Central_Memory_T_Cells,CD4_Central_Memory_T_Cells,AQP3,NA,Azimuth,Human,NA,CL_0000897,Human PBMCs reference
TCM_CD4,CD4_Central_Memory_T_Cells,CD4_Central_Memory_T_Cells_3,AQP3,NA,Azimuth,Human,NA,CL_0000897,Human PBMCs reference
TCM_CD4,CD4_Central_Memory_T_Cells,CD4_Central_Memory_T_Cells_2,CD27,NA,Azimuth,Human,NA,CL_0000897,Human PBMCs reference
TCM_CD4,CD4_Central_Memory_T_Cells,CD4_Central_Memory_T_Cells_2,CD28,NA,Azimuth,Human,NA,CL_0000897,Human PBMCs reference
TCM_CD4,CD4_Central_Memory_T_Cells,CD4_Central_Memory_T_Cells,CD4,NA,Azimuth,Human,NA,CL_0000897,Human PBMCs reference
TCM_CD4,CD4_Central_Memory_T_Cells,CD4_Central_Memory_T_Cells_1,CD4,NA,Azimuth,Human,NA,CL_0000897,Human PBMCs reference
TCM_CD4,CD4_Central_Memory_T_Cells,CD4_Central_Memory_T_Cells_2,CDCA7,NA,Azimuth,Human,NA,CL_0000897,Human PBMCs reference
TCM_CD4,CD4_Central_Memory_T_Cells,CD4_Central_Memory_T_Cells_2,CTLA4,NA,Azimuth,Human,NA,CL_0000897,Human PBMCs reference
TCM_CD4,CD4_Central_Memory_T_Cells,CD4_Central_Memory_T_Cells_1,FYB1,NA,Azimuth,Human,NA,CL_0000897,Human PBMCs reference
TCM_CD4,CD4_Central_Memory_T_Cells,CD4_Central_Memory_T_Cells_3,HOPX,NA,Azimuth,Human,NA,CL_0000897,Human PBMCs reference
TCM_CD4,CD4_Central_Memory_T_Cells,CD4_Central_Memory_T_Cells,IL32,NA,Azimuth,Human,NA,CL_0000897,Human PBMCs reference
TCM_CD4,CD4_Central_Memory_T_Cells,CD4_Central_Memory_T_Cells_3,IL32,NA,Azimuth,Human,NA,CL_0000897,Human PBMCs reference
TCM_CD4,CD4_Central_Memory_T_Cells,CD4_Central_Memory_T_Cells,IL7R,NA,Azimuth,Human,NA,CL_0000897,Human PBMCs reference
TCM_CD4,CD4_Central_Memory_T_Cells,CD4_Central_Memory_T_Cells_1,IL7R,NA,Azimuth,Human,NA,CL_0000897,Human PBMCs reference
TCM_CD4,CD4_Central_Memory_T_Cells,CD4_Central_Memory_T_Cells_3,IL7R,NA,Azimuth,Human,NA,CL_0000897,Human PBMCs reference
TCM_CD4,CD4_Central_Memory_T_Cells,CD4_Central_Memory_T_Cells,ITGB1,NA,Azimuth,Human,NA,CL_0000897,Human PBMCs reference
TCM_CD4,CD4_Central_Memory_T_Cells,CD4_Central_Memory_T_Cells_3,ITGB1,NA,Azimuth,Human,NA,CL_0000897,Human PBMCs reference
TCM_CD4,CD4_Central_Memory_T_Cells,CD4_Central_Memory_T_Cells_2,ITM2A,NA,Azimuth,Human,NA,CL_0000897,Human PBMCs reference
TCM_CD4,CD4_Central_Memory_T_Cells,CD4_Central_Memory_T_Cells,LDHB,NA,Azimuth,Human,NA,CL_0000897,Human PBMCs reference
TCM_CD4,CD4_Central_Memory_T_Cells,CD4_Central_Memory_T_Cells_1,LIMS1,NA,Azimuth,Human,NA,CL_0000897,Human PBMCs reference
TCM_CD4,CD4_Central_Memory_T_Cells,CD4_Central_Memory_T_Cells,LTB,NA,Azimuth,Human,NA,CL_0000897,Human PBMCs reference
TCM_CD4,CD4_Central_Memory_T_Cells,CD4_Central_Memory_T_Cells_1,LTB,NA,Azimuth,Human,NA,CL_0000897,Human PBMCs reference
TCM_CD4,CD4_Central_Memory_T_Cells,CD4_Central_Memory_T_Cells_3,LTB,NA,Azimuth,Human,NA,CL_0000897,Human PBMCs reference
TCM_CD4,CD4_Central_Memory_T_Cells,CD4_Central_Memory_T_Cells_2,MAF,NA,Azimuth,Human,NA,CL_0000897,Human PBMCs reference
TCM_CD4,CD4_Central_Memory_T_Cells,CD4_Central_Memory_T_Cells,MAL,NA,Azimuth,Human,NA,CL_0000897,Human PBMCs reference
TCM_CD4,CD4_Central_Memory_T_Cells,CD4_Central_Memory_T_Cells_1,MAL,NA,Azimuth,Human,NA,CL_0000897,Human PBMCs reference
TCM_CD4,CD4_Central_Memory_T_Cells,CD4_Central_Memory_T_Cells_2,MIR4435-2HG,NA,Azimuth,Human,NA,CL_0000897,Human PBMCs reference
TCM_CD4,CD4_Central_Memory_T_Cells,CD4_Central_Memory_T_Cells_3,PDE4D,NA,Azimuth,Human,NA,CL_0000897,Human PBMCs reference
TCM_CD4,CD4_Central_Memory_T_Cells,CD4_Central_Memory_T_Cells_3,S100A4,NA,Azimuth,Human,NA,CL_0000897,Human PBMCs reference
TCM_CD4,CD4_Central_Memory_T_Cells,CD4_Central_Memory_T_Cells,TMSB10,NA,Azimuth,Human,NA,CL_0000897,Human PBMCs reference
